Gender,Residence,Study_Level,Faculty,Grad_School,Visiting_Faculty_GradSchool,Affiliation_Program,Freq_Taxi,Freq_Ring,Freq_Walking,Freq_Hitchhiking,Freq_PersonalVehicle,Weekday_Ring_Frequency,Weekday_Ring_TimeSlots,Weekday_Schedule_Satisfaction,Weekend_Ring_Frequency,Weekend_Ring_TimeSlots,Weekend_Schedule_Satisfaction,Route_Used_Most,Ring_Purposes,Ring_Reasons,Problem_LateBus,Problem_TooCrowded,Problem_LongWait,Problem_NotMyRoute,Problem_RouteConfusing,Problem_HoursMismatch,Problem_NotClean,Problem_DriverBehavior,Understanding_Routes,Avg_Wait_Time,UseMore_IfFrequent,App_Helping_Ring,MostValuable_Improvement,Overall_Satisfaction,Open_Comments,Department
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Rarely,Sometimes,Always,Rarely,Never,Haftada 3–4 kez,"Afternoon (15:00–19:00), Late hours (19:00–23:00)",Neutral,Sometimes (a few times a month),Late hours (19:00–23:00),Very Unsatisfied,"Brown (A1 - A1), Yellow (A2 - East), Red (East - A2)","Going to East Dorms, Reaching my department","Free, I don't have a personal vehicle",Sometimes,Always,Always,Often,Always,Sometimes,Rarely,Sometimes,1.0,16–20 minutes,Yes,1.0,Better real-time tracking,5.0,,Civil Engineering
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),School of Foreign Languages,,,,Never,Often,Always,Sometimes,Never,Once a day,"Noon (11:00–15:00), Late hours (19:00–23:00)",Satisfied,Sometimes (a few times a month),Late hours (19:00–23:00),Unsatisfied,"Yellow (A2 - East), Red (East - A2), Purple (A1 - A1)","Going to East Dorms, Reaching my department, Going to Gate A1","Most convenient transportation method, Free, Fastest transportation method, I don't have a personal vehicle",Rarely,Often,Sometimes,Often,Rarely,Often,Rarely,Never,3.0,11–15 minutes,Yes,2.0,Daha uzun hizmet saatleri,3.0,"Daha erken ve geç saatlere ring
Daha kaliteli güzergahlar
Ring uygulamasının iyileştirilmesi",Preparatory Program
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Education,,,,Never,Always,Sometimes,Sometimes,Never,More than once a day,"Morning (08:00–11:00), Late hours (19:00–23:00)",Very Unsatisfied,Often (every weekend),"Afternoon (15:00–19:00), Late hours (19:00–23:00)",Very Unsatisfied,"Yellow (A2 - East), Red (East - A2), Navy (East - East)","Going to West Dorms, Going to cafeteria, Going to sports/recreation facilities",I don't have a personal vehicle,Sometimes,Sometimes,Often,Always,Rarely,Always,Sometimes,Often,1.0,11–15 minutes,Yes,4.0,Better route coverage,2.0,,Physical Education and Sports
Male,Off-campus (far from campus),Undergraduate (Bachelor's),Faculty of Engineering,,,,Never,Often,Often,Often,Never,Once a day,"Morning (08:00–11:00), Late hours (19:00–23:00)",Satisfied,Sometimes (a few times a month),"Morning (08:00–11:00), Late hours (19:00–23:00)",Unsatisfied,"Brown (A1 - A1), Red (East - A2)","Reaching my department, Going to Gate A1, Going to Gate A2","Most convenient transportation method, Free, Fastest transportation method, I don't have a personal vehicle",Sometimes,Always,Often,Rarely,Rarely,Often,Never,Rarely,3.0,11–15 minutes,Yes,4.0,More frequent buses,3.0,,Computer Engineering
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Never,Sometimes,Often,Sometimes,Never,Haftada 3–4 kez,Morning (08:00–11:00),Satisfied,Sometimes (a few times a month),"Afternoon (15:00–19:00), Late hours (19:00–23:00)",Unsatisfied,"Yellow (A2 - East), Red (East - A2)","Going to East Dorms, Reaching my department, Going to Gate A1, Going to Gate A2","Most convenient transportation method, Free, Fastest transportation method, I don't have a personal vehicle",,Often,Always,Sometimes,Rarely,Sometimes,Sometimes,Never,3.0,11–15 minutes,Yes,4.0,Daha uzun hizmet saatleri,2.0,Additional buses needed for later hours,Fizik
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Economic and Administrative Sciences,,,,Rarely,Often,Always,Sometimes,Never,Haftada 3–4 kez,Morning (08:00–11:00),Satisfied,Nadiren (ayda 1–2 kez),"Morning (08:00–11:00), Late hours (19:00–23:00)",Neutral,"Yellow (A2 - East), Red (East - A2)","Going to West Dorms, Going to East Dorms, Reaching my department, Going to Gate A1","Free, I don't have a personal vehicle",Rarely,Sometimes,Rarely,Never,Rarely,Sometimes,Never,Never,3.0,5–10 minutes,Not sure,5.0,More frequent buses,4.0,,International Relations
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Economic and Administrative Sciences,,,,Sometimes,Always,Always,Always,Never,More than once a day,Morning (08:00–11:00),Satisfied,Often (every weekend),"Afternoon (15:00–19:00), Late hours (19:00–23:00)",Unsatisfied,Orange (West - A2),"Going to West Dorms, Reaching my department, Going to Gate A1, Going to library, Going to cafeteria","Free, I don't have a personal vehicle",Sometimes,Always,Always,Sometimes,Never,Sometimes,Never,Never,4.0,16–20 minutes,Yes,3.0,More frequent buses,4.0,Haftasonu ringleri saatte bir olduğu için genel olarak yürümek zorunda kalıyorum ve ringler çok kalabalık oluyor bazen yer bulamıyorum bu yüzden. ,Business Administration
Male,"East Dorms/Guesthouses (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,Sometimes,Often,Always,Sometimes,Never,1–2 times a week,Morning (08:00–11:00),Satisfied,Sometimes (a few times a month),Late (19:00–23:00),Neutral,"Brown (A1 - A1), Turquoise (West - A2), Orange (West - A2), Yellow (A2 - East)","To get to East dormitory, To get to department, To get to A1 Entrance","Most convenient, It's free",Sometimes,Rarely,Rarely,Never,Rarely,Never,Sometimes,Rarely,4.0,5–10 minutes,Yes,5.0,Extended service hours,4.0,Add a late ring that goes after midnight for weekends as well.,Chemical Engineering
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Rarely,Often,Often,Always,Never,Once a day,"Morning (08:00–11:00), Afternoon (15:00–19:00)",Very Unsatisfied,Sometimes (a few times a month),"Afternoon (15:00–19:00), Late hours (19:00–23:00)",Very Unsatisfied,"Yellow (A2 - East), Red (East - A2), Navy (East - East)","Going to East Dorms, Reaching my department, Going to library, Going to cafeteria","Free, Fastest transportation method, I don't have a personal vehicle",Always,Always,Always,Rarely,Sometimes,Sometimes,Often,Always,2.0,16–20 minutes,Yes,5.0,Daha dakik seferler,1.0,,Biyoloji
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Rarely,Sometimes,Always,Never,Rarely,Haftada 1–2 kez,Noon (11:00–15:00),Unsatisfied,Nadiren (ayda 1–2 kez),"Afternoon (15:00–19:00), Late hours (19:00–23:00)",Unsatisfied,Brown (A1 - A1),"Reaching my department, Going to Gate A1, Going to cafeteria","Most convenient transportation method, Free, I don't have a personal vehicle",Often,Sometimes,Often,Rarely,Always,Sometimes,Sometimes,Rarely,1.0,5–10 minutes,Yes,1.0,More frequent buses,2.0,,Metallurgical and Materials Engineering
Female,Off-campus (farther away),Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,Rarely,Often,Often,Often,Never,Once a day,Morning (08:00–11:00),Dissatisfied,Sometimes (a few times a month),Evening (15:00–19:00),Very dissatisfied,"Brown (A1 - A1), Purple (A1 - A1)","To get to department, To get to A1 Entrance, To get to A2 Entrance, To get to the library",Fastest,Often,Always,Often,Never,Never,Sometimes,Sometimes,Rarely,4.0,11–15 minutes,Yes,1.0,More frequent buses,3.0,,Statistics
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Never,Rarely,Always,Often,Often,Very rarely,"Morning (08:00–11:00), Noon (11:00–15:00), Afternoon (15:00–19:00)",Neutral,Nadiren (ayda 1–2 kez),"Morning (08:00–11:00), Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Very Unsatisfied,"Yellow (A2 - East), Red (East - A2)",Reaching my department,I don't have a personal vehicle,Never,Often,Often,Often,Always,Never,Rarely,Rarely,1.0,16–20 minutes,Yes,1.0,More frequent buses,2.0,,Mechanical Engineering
Female,Off-campus (farther away),Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,Rarely,Often,Sometimes,Rarely,Never,More than once a day,"Morning (08:00–11:00), Late evening (19:00-23:00)",Satisfied,Often (every weekend),"Morning (08:00–11:00), Late (19:00–23:00)",Dissatisfied,"Brown (A1 - A1), Purple (A1 - A1)","To get to department, To get to A1 Entrance, To get to the library",Most convenient,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Never,Sometimes,5.0,5–10 minutes,Yes,4.0,Extended service hours,4.0,,Statistics
Male,Off-campus (far from campus),Undergraduate (Bachelor's),Faculty of Engineering,,,,Never,Often,Sometimes,Often,Never,Once a day,"Morning (08:00–11:00), Noon (11:00–15:00), Afternoon (15:00–19:00)",Very Unsatisfied,Nadiren (ayda 1–2 kez),"Morning (08:00–11:00), Late hours (19:00–23:00)",Very Unsatisfied,"Brown (A1 - A1), Red (East - A2), Purple (A1 - A1)","Reaching my department, Going to Gate A1, Going to Gate A2, Going to library","Most convenient transportation method, Free, Fastest transportation method, I don't have a personal vehicle",Always,Often,Always,Sometimes,Often,Sometimes,Rarely,Rarely,1.0,11–15 minutes,Yes,1.0,More frequent buses,2.0,"Ringler daha sık kalksın ve gerçekten tam vaktinde kalksın, böylece öğrenciler daha rahat derslerine yetişsinler ",Petroleum and Natural Gas Engineering
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Never,Always,Often,Sometimes,Never,More than once a day,"Morning (08:00–11:00), Late hours (19:00–23:00)",Neutral,Often (every weekend),"Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Neutral,"Brown (A1 - A1), Red (East - A2)","Going to East Dorms, Going to Gate A1, Going to Gate A2, Going to cafeteria",Free,Often,Often,Often,Rarely,Rarely,Often,Rarely,Rarely,3.0,20 dakikadan fazla,Yes,3.0,Daha dakik seferler,3.0,,Electrical and Electronics Engineering
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Education,,,,Rarely,Always,Always,Often,Never,More than once a day,"Morning (08:00–11:00), Noon (11:00–15:00), Afternoon (15:00–19:00)",Highly Satisfied,Nadiren (ayda 1–2 kez),Noon (11:00–15:00),Satisfied,"Orange (West - A2), Yellow (A2 - East), Red (East - A2)","Going to East Dorms, Reaching my department, Going to library, Going to cafeteria","Most convenient transportation method, Free, I don't have a personal vehicle",Never,Sometimes,Rarely,Rarely,Never,Rarely,Rarely,Rarely,5.0,5 dakikadan az,Not sure,3.0,Better real-time tracking,5.0,"Takip sistemi daha iyi olabilir
",Computer Education and Instructional Technology (CEIT)
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Never,Sometimes,Often,Rarely,Never,Haftada 3–4 kez,"Morning (08:00–11:00), Late hours (19:00–23:00)",Neutral,Often (every weekend),"Morning (08:00–11:00), Late hours (19:00–23:00)",Satisfied,"Brown (A1 - A1), Yellow (A2 - East)","Going to West Dorms, Going to library, Going to cafeteria","Most convenient transportation method, Free, I don't have a personal vehicle",Sometimes,Always,Often,Always,Never,Sometimes,Sometimes,Never,4.0,5–10 minutes,Not sure,2.0,Better route coverage,2.0,Batıya gün içinde ring gitmiyor. ,Chemical Engineering
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Education,,,,Sometimes,Rarely,Often,Rarely,Never,Very rarely,Late hours (19:00–23:00),Very Unsatisfied,Sometimes (a few times a month),Late hours (19:00–23:00),Very Unsatisfied,Yellow (A2 - East),"Going to East Dorms, Going to Gate A1",I don't have a personal vehicle,Rarely,Sometimes,Often,Always,Always,Always,Never,Never,1.0,20 dakikadan fazla,Yes,2.0,More frequent buses,2.0,,Foreign Languages Education
Male,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Never,Often,Often,Often,Never,More than once a day,"Morning (08:00–11:00), Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Unsatisfied,Often (every weekend),"Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Very Unsatisfied,"Brown (A1 - A1), Yellow (A2 - East), Purple (A1 - A1)","Going to West Dorms, Reaching my department, Going to Gate A1, Going to Gate A2, Going to library, Going to cafeteria",I don't have a personal vehicle,Often,Always,Always,Always,Rarely,Always,Rarely,Often,4.0,16–20 minutes,Yes,1.0,More frequent buses,2.0,Hafta sonları saatte bir olması saçmalık.,Mechanical Engineering
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Economic and Administrative Sciences,,,,Sometimes,Sometimes,Sometimes,Sometimes,Never,More than once a day,"Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Very Unsatisfied,Often (every weekend),"Afternoon (15:00–19:00), Late hours (19:00–23:00)",Very Unsatisfied,"Yellow (A2 - East), Red (East - A2), Navy (East - East), Purple (A1 - A1)","Going to West Dorms, Going to East Dorms, Reaching my department, Going to Gate A1, Going to Gate A2, Going to library, Going to cafeteria","Free, I don't have a personal vehicle",Often,Always,Always,Always,Never,Sometimes,Rarely,Never,5.0,16–20 minutes,Yes,5.0,Better route coverage,2.0,saat 6'dan once bati yurtlarina direkt sefer yok her seferinde ya saat 6yi beklemek ya da yurumek zorunda kaliyorum,Economics
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Never,Often,Often,Sometimes,Never,More than once a day,"Morning (08:00–11:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Neutral,Often (every weekend),"Morning (08:00–11:00), Late hours (19:00–23:00)",Neutral,"Brown (A1 - A1), Yellow (A2 - East)","Going to West Dorms, Reaching my department, Going to Gate A1, Going to library, Going to cafeteria","Free, I don't have a personal vehicle",Sometimes,Often,Often,Often,Never,Sometimes,Rarely,Sometimes,4.0,11–15 minutes,Yes,1.0,Better route coverage,3.0,,Metallurgical and Materials Engineering
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Rarely,Sometimes,Often,Never,Never,Haftada 1–2 kez,Morning (08:00–11:00),Unsatisfied,Nadiren (ayda 1–2 kez),,Neutral,Red (East - A2),Reaching my department,"Free, Fastest transportation method, I don't have a personal vehicle",Sometimes,Sometimes,Rarely,Never,Often,Sometimes,Rarely,Never,2.0,5–10 minutes,Yes,2.0,Daha uzun hizmet saatleri,3.0,,Electrical and Electronics Engineering
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Economic and Administrative Sciences,,,,Rarely,Always,Always,Often,Never,More than once a day,"Noon (11:00–15:00), Late hours (19:00–23:00)",Very Unsatisfied,Often (every weekend),Late hours (19:00–23:00),Very Unsatisfied,"Brown (A1 - A1), Red (East - A2), Purple (A1 - A1)","Going to East Dorms, Reaching my department, Going to Gate A1","Free, I don't have a personal vehicle",Sometimes,Sometimes,Always,Always,Never,Always,Sometimes,Often,5.0,5–10 minutes,Yes,5.0,More frequent buses,3.0,,Economics
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Never,Often,Often,Rarely,Never,More than once a day,"Morning (08:00–11:00), Late hours (19:00–23:00)",Unsatisfied,Often (every weekend),"Morning (08:00–11:00), Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Unsatisfied,"Brown (A1 - A1), Yellow (A2 - East), Purple (A1 - A1)","Going to West Dorms, Reaching my department, Going to Gate A1, Going to Gate A2, Going to library, Going to cafeteria",Fastest transportation method,Rarely,Always,Sometimes,Rarely,Never,Often,Never,Never,4.0,20 dakikadan fazla,Yes,4.0,More frequent buses,2.0,,Aerospace Engineering
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Architecture,,,,Rarely,Always,Always,Sometimes,Never,Once a day,Morning (08:00–11:00),Unsatisfied,Nadiren (ayda 1–2 kez),"Morning (08:00–11:00), Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Very Unsatisfied,"Red (East - A2), Purple (A1 - A1)","Going to East Dorms, Reaching my department, Going to Gate A1, Going to Gate A2, Going to sports/recreation facilities",Free,Rarely,Often,Always,Always,Rarely,Always,Always,Rarely,1.0,16–20 minutes,Yes,3.0,Better route coverage,2.0,,Industrial Design
Female,Off-campus (far from campus),Undergraduate (Bachelor's),Faculty of Economic and Administrative Sciences,,,,Often,Rarely,Rarely,Rarely,Often,Very rarely,Noon (11:00–15:00),Neutral,Nadiren (ayda 1–2 kez),Late hours (19:00–23:00),Neutral,"Yellow (A2 - East), Red (East - A2)",Going to East Dorms,I don't have a personal vehicle,Sometimes,Always,Sometimes,Rarely,Sometimes,Often,Always,Sometimes,1.0,11–15 minutes,Not sure,1.0,Daha uzun hizmet saatleri,2.0,,International Relations
Male,Off-campus (farther away),Undergraduate (Bachelor’s),Faculty of Engineering,,,,Rarely,Never,Always,Sometimes,Never,Very rarely,Late evening (19:00-23:00),Neutral,Never,,Neutral,"Brown (A1 - A1), Purple (A1 - A1)",To get to A1 Entrance,No private car,Often,Always,Sometimes,Often,Often,Always,Always,Sometimes,2.0,5–10 minutes,No,3.0,Better real-time tracking,1.0,,Environmental Engineering
Female,"West Dorms/Guesthouses (Isa Demiray Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,Never,Sometimes,Often,Rarely,Never,1–2 times a week,Morning (08:00–11:00),Satisfied,Sometimes (a few times a month),"Morning (08:00–11:00), Late (19:00–23:00)",Dissatisfied,"Turquoise (West - A2), Navy Blue (East - East)","To get to department, To get to A1 Entrance","Most convenient, Fastest",Sometimes,Often,Sometimes,Never,Often,Sometimes,Never,Never,2.0,5–10 minutes,Not sure,5.0,Better route coverage,3.0,,Civil Engineering
